Product Name,Customer ID,Sales,Units,Gross Profit,Cost,Order Date,Ship Date,Ship Mode
Wonka Bar - Milk Chocolate,157721,3.25,1,2.11,1.14,2021-09-02,2027-02-26,First Class
Wonka Bar - Fudge Mallows,157721,3.6,1,2.4,1.2,2021-09-02,2027-02-26,First Class
Wonka Bar - Triple Dazzle Caramel,116092,22.5,6,14.7,7.8,2022-02-15,2027-08-11,Second Class
Wonka Bar - Milk Chocolate,116092,16.25,5,10.55,5.7,2022-02-15,2027-08-11,Second Class
Wonka Bar - Fudge Mallows,116092,18.0,5,12.0,6.0,2022-02-15,2027-08-11,Second Class
Wonka Bar - Fudge Mallows,116092,10.8,3,7.2,3.6,2022-02-15,2027-08-11,Second Class
Wonka Bar -Scrumdiddlyumptious,116092,7.2,2,5.0,2.2,2022-02-15,2027-08-11,Second Class
Wonka Bar -Scrumdiddlyumptious,136427,25.2,7,17.5,7.7,2022-06-20,2027-12-14,First Class
Wonka Bar - Fudge Mallows,145485,14.4,4,9.6,4.8,2022-11-05,2028-04-27,Same Day
Wonka Bar -Scrumdiddlyumptious,158547,18.0,5,12.5,5.5,2023-05-30,2028-11-24,Standard Class
Wonka Bar -Scrumdiddlyumptious,117541,14.4,4,10.0,4.4,2023-11-14,2029-05-12,Standard Class
Wonka Bar - Nutty Crunch Surprise,117541,17.45,5,12.45,5.0,2023-11-14,2029-05-12,Standard Class
Wonka Bar - Triple Dazzle Caramel,158169,15.0,4,9.8,5.2,2024-08-12,2030-02-05,First Class
Wonka Bar - Nutty Crunch Surprise,158169,10.47,3,7.47,3.0,2024-08-12,2030-02-05,First Class
Wonka Bar - Triple Dazzle Caramel,151008,7.5,2,4.9,2.6,2024-09-07,2030-03-01,First Class
Wonka Bar - Nutty Crunch Surprise,151008,13.96,4,9.96,4.0,2024-09-07,2030-03-01,First Class
Wonka Bar - Triple Dazzle Caramel,130834,11.25,3,7.35,3.9,2024-11-03,2030-04-29,Second Class
Wonka Bar - Milk Chocolate,106054,9.75,3,6.33,3.42,2021-01-06,2026-06-30,First Class
Wonka Bar - Milk Chocolate,159121,22.75,7,14.77,7.98,2021-07-26,2027-01-22,Standard Class
Wonka Bar -Scrumdiddlyumptious,152562,10.8,3,7.5,3.3,2021-11-01,2027-05-01,Standard Class
Wonka Bar - Fudge Mallows,152562,7.2,2,4.8,2.4,2021-11-01,2027-05-01,Standard Class
Wonka Bar -Scrumdiddlyumptious,167486,18.0,5,12.5,5.5,2021-11-27,2027-05-24,Standard Class
Wonka Bar - Triple Dazzle Caramel,100461,22.5,6,14.7,7.8,2023-01-08,2028-07-04,Standard Class
Wonka Bar - Milk Chocolate,100461,22.75,7,14.77,7.98,2023-01-08,2028-07-04,Standard Class
Wonka Bar - Triple Dazzle Caramel,116344,7.5,2,4.9,2.6,2023-07-29,2029-01-22,Standard Class
Wonka Bar -Scrumdiddlyumptious,125913,14.4,4,10.0,4.4,2024-01-16,2029-07-08,Same Day
Wonka Bar - Nutty Crunch Surprise,125913,24.43,7,17.43,7.0,2024-01-16,2029-07-08,Same Day
Wonka Bar - Milk Chocolate,130764,16.25,5,10.55,5.7,2024-10-27,2030-04-20,First Class
Wonka Bar - Fudge Mallows,130764,14.4,4,9.6,4.8,2024-10-27,2030-04-20,First Class
Wonka Bar -Scrumdiddlyumptious,168802,14.4,4,10.0,4.4,2024-11-03,2030-04-30,Standard Class
Wonka Bar - Nutty Crunch Surprise,112403,3.49,1,2.49,1.0,2021-03-31,2026-09-21,Same Day
Wonka Bar -Scrumdiddlyumptious,116673,7.2,2,5.0,2.2,2021-12-15,2027-06-11,Second Class
Wonka Bar - Milk Chocolate,130890,16.25,5,10.55,5.7,2022-11-02,2028-04-28,Standard Class
Wonka Bar - Nutty Crunch Surprise,109197,6.98,2,4.98,2.0,2022-12-31,2028-06-26,Standard Class
Wonka Bar - Fudge Mallows,115819,10.8,3,7.2,3.6,2023-04-19,2028-10-14,Second Class
Wonka Bar - Nutty Crunch Surprise,115819,17.45,5,12.45,5.0,2023-04-19,2028-10-14,Second Class
Wonka Bar -Scrumdiddlyumptious,115819,3.6,1,2.5,1.1,2023-04-19,2028-10-14,Second Class
Wonka Bar - Nutty Crunch Surprise,115819,10.47,3,7.47,3.0,2023-04-19,2028-10-14,Second Class
Wonka Bar - Fudge Mallows,115819,14.4,4,9.6,4.8,2023-04-19,2028-10-14,Second Class
Wonka Bar - Milk Chocolate,115819,16.25,5,10.55,5.7,2023-04-19,2028-10-14,Second Class
Wonka Bar - Nutty Crunch Surprise,118402,17.45,5,12.45,5.0,2024-09-29,2030-03-27,Standard Class
Wonka Bar -Scrumdiddlyumptious,132101,10.8,3,7.5,3.3,2022-03-19,2027-09-15,Standard Class
Wonka Bar - Milk Chocolate,119291,3.25,1,2.11,1.14,2022-05-14,2027-11-07,First Class
Wonka Bar -Scrumdiddlyumptious,119291,28.8,8,20.0,8.8,2022-05-14,2027-11-07,First Class
Wonka Bar - Fudge Mallows,119291,7.2,2,4.8,2.4,2022-05-14,2027-11-07,First Class
Wonka Bar -Scrumdiddlyumptious,119291,10.8,3,7.5,3.3,2022-05-14,2027-11-07,First Class
Wonka Bar - Nutty Crunch Surprise,119291,24.43,7,17.43,7.0,2022-05-14,2027-11-07,First Class
Wonka Bar -Scrumdiddlyumptious,119291,14.4,4,10.0,4.4,2022-05-14,2027-11-07,First Class
Wonka Bar - Nutty Crunch Surprise,119291,13.96,4,9.96,4.0,2022-05-14,2027-11-07,First Class
Wonka Bar - Milk Chocolate,126466,6.5,2,4.22,2.28,2022-11-09,2028-05-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,138086,10.8,3,7.5,3.3,2024-04-16,2029-10-11,Standard Class
Wonka Bar - Fudge Mallows,144568,18.0,5,12.0,6.0,2024-05-29,2029-11-23,Standard Class
Wonka Bar -Scrumdiddlyumptious,153623,28.8,8,20.0,8.8,2021-11-24,2027-05-28,Standard Class
Wonka Bar -Scrumdiddlyumptious,153623,28.8,8,20.0,8.8,2021-11-24,2027-05-28,Standard Class
Wonka Bar -Scrumdiddlyumptious,146626,18.0,5,12.5,5.5,2021-12-29,2027-06-28,Standard Class
Wonka Bar -Scrumdiddlyumptious,124626,28.8,8,20.0,8.8,2023-12-10,2029-06-06,Standard Class
Wonka Bar -Scrumdiddlyumptious,124626,28.8,8,20.0,8.8,2024-12-10,2030-06-07,Standard Class
Wonka Bar -Scrumdiddlyumptious,146626,28.8,8,20.0,8.8,2024-12-29,2030-06-28,Standard Class
Wonka Bar - Fudge Mallows,107916,7.2,2,4.8,2.4,2021-08-24,2027-02-16,First Class
Wonka Bar - Milk Chocolate,107916,9.75,3,6.33,3.42,2021-08-24,2027-02-16,First Class
Wonka Bar - Fudge Mallows,137008,14.4,4,9.6,4.8,2022-10-02,2028-03-30,Standard Class
Wonka Bar - Triple Dazzle Caramel,137008,18.75,5,12.25,6.5,2022-10-02,2028-03-30,Standard Class
Wonka Bar - Triple Dazzle Caramel,137008,3.75,1,2.45,1.3,2022-10-02,2028-03-30,Standard Class
Wonka Bar - Fudge Mallows,161676,18.0,5,12.0,6.0,2023-07-18,2029-01-12,Standard Class
Wonka Bar - Nutty Crunch Surprise,158001,17.45,5,12.45,5.0,2023-08-23,2029-02-16,Standard Class
Wonka Bar - Nutty Crunch Surprise,158001,20.94,6,14.94,6.0,2023-08-23,2029-02-16,Standard Class
Wonka Bar - Milk Chocolate,158001,16.25,5,10.55,5.7,2023-08-23,2029-02-16,Standard Class
Wonka Bar - Triple Dazzle Caramel,158925,11.25,3,7.35,3.9,2023-10-24,2029-04-19,Standard Class
Wonka Bar - Fudge Mallows,104906,10.8,3,7.2,3.6,2024-02-13,2029-08-09,Standard Class
Wonka Bar - Fudge Mallows,156622,3.6,1,2.4,1.2,2024-11-23,2030-05-19,First Class
Wonka Bar - Fudge Mallows,156622,7.2,2,4.8,2.4,2024-11-23,2030-05-19,First Class
Wonka Bar - Fudge Mallows,156622,25.2,7,16.8,8.4,2024-11-23,2030-05-19,First Class
Wonka Bar - Triple Dazzle Caramel,156622,7.5,2,4.9,2.6,2024-11-23,2030-05-19,First Class
Wonka Bar - Triple Dazzle Caramel,130918,11.25,3,7.35,3.9,2021-08-22,2027-02-14,Second Class
Wonka Bar -Scrumdiddlyumptious,144666,7.2,2,5.0,2.2,2021-11-09,2027-05-04,Second Class
Wonka Bar - Fudge Mallows,144666,25.2,7,16.8,8.4,2021-11-09,2027-05-04,Second Class
Wonka Bar -Scrumdiddlyumptious,144666,18.0,5,12.5,5.5,2021-11-09,2027-05-04,Second Class
Wonka Bar - Fudge Mallows,144666,21.6,6,14.4,7.2,2021-11-09,2027-05-04,Second Class
Wonka Bar -Scrumdiddlyumptious,144666,10.8,3,7.5,3.3,2021-11-09,2027-05-04,Second Class
Wonka Bar - Fudge Mallows,144666,14.4,4,9.6,4.8,2021-11-09,2027-05-04,Second Class
Wonka Bar -Scrumdiddlyumptious,145401,21.6,6,15.0,6.6,2022-01-30,2027-07-28,Standard Class
Wonka Bar - Milk Chocolate,113117,16.25,5,10.55,5.7,2023-08-16,2029-02-11,Standard Class
Wonka Bar - Milk Chocolate,117604,16.25,5,10.55,5.7,2023-09-04,2029-03-01,Standard Class
Wonka Bar -Scrumdiddlyumptious,117324,14.4,4,10.0,4.4,2024-12-08,2030-06-05,Standard Class
Wonka Bar - Nutty Crunch Surprise,117324,10.47,3,7.47,3.0,2024-12-08,2030-06-05,Standard Class
Wonka Bar - Nutty Crunch Surprise,117324,6.98,2,4.98,2.0,2024-12-08,2030-06-05,Standard Class
Wonka Bar - Triple Dazzle Caramel,117324,15.0,4,9.8,5.2,2024-12-08,2030-06-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,117324,10.8,3,7.5,3.3,2024-12-08,2030-06-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,145310,3.6,1,2.5,1.1,2024-12-22,2030-06-16,Second Class
Wonka Bar - Nutty Crunch Surprise,113964,13.96,4,9.96,4.0,2021-09-23,2027-03-23,Standard Class
Wonka Bar - Milk Chocolate,152513,6.5,2,4.22,2.28,2022-07-04,2027-12-29,Second Class
Wonka Bar - Nutty Crunch Surprise,146171,13.96,4,9.96,4.0,2023-03-11,2028-09-04,Standard Class
Wonka Bar -Scrumdiddlyumptious,146171,14.4,4,10.0,4.4,2023-03-11,2028-09-04,Standard Class
Wonka Bar - Nutty Crunch Surprise,134180,24.43,7,17.43,7.0,2023-11-03,2029-04-29,Standard Class
Wonka Bar - Triple Dazzle Caramel,134180,3.75,1,2.45,1.3,2023-11-03,2029-04-29,Standard Class
Wonka Bar -Scrumdiddlyumptious,124562,25.2,7,17.5,7.7,2023-12-08,2029-06-03,Standard Class
Wonka Bar - Milk Chocolate,111528,3.25,1,2.11,1.14,2023-12-30,2029-06-21,Same Day
Wonka Bar -Scrumdiddlyumptious,111528,14.4,4,10.0,4.4,2023-12-30,2029-06-21,Same Day
Wonka Bar - Milk Chocolate,150525,9.75,3,6.33,3.42,2024-02-20,2029-08-17,Standard Class
Wonka Bar - Triple Dazzle Caramel,150525,7.5,2,4.9,2.6,2024-02-20,2029-08-17,Standard Class
Wonka Bar - Nutty Crunch Surprise,106796,10.47,3,7.47,3.0,2024-05-12,2029-11-09,Standard Class
Wonka Bar - Fudge Mallows,139787,18.0,5,12.0,6.0,2024-09-19,2030-03-16,Standard Class
Wonka Bar - Triple Dazzle Caramel,103471,26.25,7,17.15,9.1,2022-12-24,2028-06-19,Standard Class
Wonka Bar - Milk Chocolate,103471,9.75,3,6.33,3.42,2022-12-24,2028-06-19,Standard Class
Wonka Bar - Triple Dazzle Caramel,122133,15.0,4,9.8,5.2,2023-05-16,2028-11-12,Standard Class
Wonka Bar - Triple Dazzle Caramel,117079,11.25,3,7.35,3.9,2024-10-23,2030-04-19,Standard Class
Wonka Bar - Nutty Crunch Surprise,142202,31.41,9,22.41,9.0,2022-09-18,2028-03-15,Second Class
Wonka Bar -Scrumdiddlyumptious,112396,10.8,3,7.5,3.3,2023-02-09,2028-08-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,112396,7.2,2,5.0,2.2,2023-02-09,2028-08-05,Standard Class
Wonka Bar - Fudge Mallows,114622,7.2,2,4.8,2.4,2023-04-10,2028-10-02,First Class
Wonka Bar - Triple Dazzle Caramel,143378,7.5,2,4.9,2.6,2024-09-19,2030-03-18,Standard Class
Wonka Bar - Milk Chocolate,143378,26.0,8,16.88,9.12,2024-09-19,2030-03-18,Standard Class
Wonka Bar - Milk Chocolate,143378,9.75,3,6.33,3.42,2024-09-19,2030-03-18,Standard Class
Wonka Bar -Scrumdiddlyumptious,143378,10.8,3,7.5,3.3,2024-09-19,2030-03-18,Standard Class
Wonka Bar - Triple Dazzle Caramel,159506,11.25,3,7.35,3.9,2024-11-27,2030-05-25,Standard Class
Wonka Bar - Milk Chocolate,159506,19.5,6,12.66,6.84,2024-11-27,2030-05-25,Standard Class
Wonka Bar -Scrumdiddlyumptious,192314,3.6,1,2.5,1.1,2023-09-26,2029-03-23,Second Class
Wonka Bar -Scrumdiddlyumptious,192314,3.6,1,2.5,1.1,2024-09-26,2030-03-24,Second Class
Wonka Bar - Triple Dazzle Caramel,127978,18.75,5,12.25,6.5,2021-03-03,2026-08-29,Standard Class
Wonka Bar -Scrumdiddlyumptious,127978,10.8,3,7.5,3.3,2021-03-03,2026-08-29,Standard Class
Wonka Bar - Nutty Crunch Surprise,127978,27.92,8,19.92,8.0,2021-03-03,2026-08-29,Standard Class
Wonka Bar - Milk Chocolate,143602,9.75,3,6.33,3.42,2022-04-25,2027-10-19,Second Class
Wonka Bar - Nutty Crunch Surprise,153318,17.45,5,12.45,5.0,2023-10-25,2029-04-19,First Class
Wonka Bar - Nutty Crunch Surprise,111220,6.98,2,4.98,2.0,2024-09-02,2030-03-01,Standard Class
Wonka Bar - Triple Dazzle Caramel,111220,15.0,4,9.8,5.2,2024-09-02,2030-03-01,Standard Class
Wonka Bar - Triple Dazzle Caramel,111220,18.75,5,12.25,6.5,2024-09-02,2030-03-01,Standard Class
Wonka Bar - Triple Dazzle Caramel,155747,7.5,2,4.9,2.6,2023-06-14,2028-12-11,Standard Class
Wonka Bar - Fudge Mallows,109806,10.8,3,7.2,3.6,2023-09-17,2029-03-14,Standard Class
Wonka Bar - Milk Chocolate,109806,3.25,1,2.11,1.14,2023-09-17,2029-03-14,Standard Class
Wonka Bar - Milk Chocolate,109806,6.5,2,4.22,2.28,2023-09-17,2029-03-14,Standard Class
Wonka Bar -Scrumdiddlyumptious,169999,10.8,3,7.5,3.3,2024-06-19,2029-12-17,Standard Class
Wonka Bar - Triple Dazzle Caramel,169999,7.5,2,4.9,2.6,2024-06-19,2029-12-17,Standard Class
Wonka Bar - Fudge Mallows,104864,14.4,4,9.6,4.8,2024-11-18,2030-05-16,Second Class
Wonka Bar - Fudge Mallows,104864,28.8,8,19.2,9.6,2024-11-18,2030-05-16,Second Class
Wonka Gum,104864,10.0,8,5.2,4.8,2024-11-18,2030-05-16,Second Class
Wonka Gum,104864,5.0,4,2.6,2.4,2024-11-18,2030-05-16,Second Class
Wonka Bar -Scrumdiddlyumptious,104864,18.0,5,12.5,5.5,2024-11-18,2030-05-16,Second Class
Wonka Bar - Nutty Crunch Surprise,121769,3.49,1,2.49,1.0,2021-04-08,2026-10-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,126214,48.75,13,31.85,16.9,2022-12-21,2028-06-15,Second Class
Wonka Bar - Nutty Crunch Surprise,126214,3.49,1,2.49,1.0,2022-12-21,2028-06-15,Second Class
Wonka Bar -Scrumdiddlyumptious,110492,14.4,4,10.0,4.4,2023-02-12,2028-08-06,First Class
Wonka Bar - Fudge Mallows,110492,21.6,6,14.4,7.2,2023-02-12,2028-08-06,First Class
Wonka Bar - Triple Dazzle Caramel,162082,18.75,5,12.25,6.5,2023-03-14,2028-09-06,First Class
Wonka Bar - Fudge Mallows,162082,25.2,7,16.8,8.4,2023-03-14,2028-09-06,First Class
Wonka Bar - Nutty Crunch Surprise,162082,3.49,1,2.49,1.0,2023-03-14,2028-09-06,First Class
Wonka Bar -Scrumdiddlyumptious,115483,18.0,5,12.5,5.5,2023-07-14,2029-01-07,Second Class
Wonka Bar - Milk Chocolate,130274,22.75,7,14.77,7.98,2021-05-03,2026-10-26,First Class
Wonka Bar - Nutty Crunch Surprise,166310,6.98,2,4.98,2.0,2021-09-21,2027-03-16,First Class
Wonka Bar - Fudge Mallows,101399,25.2,7,16.8,8.4,2022-01-17,2027-07-17,Standard Class
Wonka Bar - Triple Dazzle Caramel,134908,11.25,3,7.35,3.9,2023-06-05,2028-11-29,Standard Class
Wonka Bar -Scrumdiddlyumptious,134908,14.4,4,10.0,4.4,2023-06-05,2028-11-29,Standard Class
Wonka Bar - Fudge Mallows,124016,14.4,4,9.6,4.8,2023-09-23,2029-03-18,Second Class
Wonka Bar - Milk Chocolate,124016,22.75,7,14.77,7.98,2023-09-23,2029-03-18,Second Class
Wonka Bar - Nutty Crunch Surprise,124016,10.47,3,7.47,3.0,2023-09-23,2029-03-18,Second Class
Wonka Bar - Fudge Mallows,156545,14.4,4,9.6,4.8,2021-02-27,2026-08-24,First Class
Wonka Bar -Scrumdiddlyumptious,163776,18.0,5,12.5,5.5,2023-07-19,2029-01-14,Standard Class
Wonka Bar - Milk Chocolate,163776,19.5,6,12.66,6.84,2023-07-19,2029-01-14,Standard Class
Wonka Bar - Triple Dazzle Caramel,163776,3.75,1,2.45,1.3,2023-07-19,2029-01-14,Standard Class
Wonka Bar - Nutty Crunch Surprise,163776,6.98,2,4.98,2.0,2023-07-19,2029-01-14,Standard Class
Wonka Bar - Triple Dazzle Caramel,163776,22.5,6,14.7,7.8,2023-07-19,2029-01-14,Standard Class
Wonka Bar - Triple Dazzle Caramel,163776,15.0,4,9.8,5.2,2023-07-19,2029-01-14,Standard Class
Wonka Bar -Scrumdiddlyumptious,160220,25.2,7,17.5,7.7,2023-10-20,2029-04-17,Standard Class
Wonka Bar - Milk Chocolate,160220,19.5,6,12.66,6.84,2023-10-20,2029-04-17,Standard Class
Wonka Bar - Milk Chocolate,160220,6.5,2,4.22,2.28,2023-10-20,2029-04-17,Standard Class
Wonka Bar -Scrumdiddlyumptious,163265,10.8,3,7.5,3.3,2024-02-16,2029-08-13,Standard Class
Wonka Bar - Nutty Crunch Surprise,163265,3.49,1,2.49,1.0,2024-02-16,2029-08-13,Standard Class
Wonka Bar - Triple Dazzle Caramel,163265,22.5,6,14.7,7.8,2024-02-16,2029-08-13,Standard Class
Wonka Bar - Triple Dazzle Caramel,163265,7.5,2,4.9,2.6,2024-02-16,2029-08-13,Standard Class
Wonka Bar - Fudge Mallows,163265,10.8,3,7.2,3.6,2024-02-16,2029-08-13,Standard Class
Wonka Bar - Milk Chocolate,125990,9.75,3,6.33,3.42,2024-10-19,2030-04-15,Standard Class
Wonka Bar - Nutty Crunch Surprise,147221,13.96,4,9.96,4.0,2024-12-02,2030-05-27,Second Class
Wonka Bar - Nutty Crunch Surprise,147221,17.45,5,12.45,5.0,2024-12-02,2030-05-27,Second Class
Wonka Bar -Scrumdiddlyumptious,115483,3.6,1,2.5,1.1,2023-03-19,2028-09-10,Second Class
Wonka Bar -Scrumdiddlyumptious,115483,3.6,1,2.5,1.1,2024-03-19,2029-09-11,Second Class
Wonka Bar - Fudge Mallows,115238,18.0,5,12.0,6.0,2021-01-21,2026-07-17,Standard Class
Wonka Bar - Milk Chocolate,115238,3.25,1,2.11,1.14,2021-01-21,2026-07-17,Standard Class
Wonka Bar - Triple Dazzle Caramel,115238,18.75,5,12.25,6.5,2021-01-21,2026-07-17,Standard Class
Wonka Bar - Fudge Mallows,115238,3.6,1,2.4,1.2,2021-01-21,2026-07-17,Standard Class
Wonka Bar - Milk Chocolate,115238,32.5,10,21.1,11.4,2021-01-21,2026-07-17,Standard Class
Wonka Bar - Fudge Mallows,115238,18.0,5,12.0,6.0,2022-01-21,2027-07-17,Standard Class
Wonka Bar - Milk Chocolate,115238,3.25,1,2.11,1.14,2022-01-21,2027-07-17,Standard Class
Wonka Bar - Triple Dazzle Caramel,115238,18.75,5,12.25,6.5,2022-01-21,2027-07-17,Standard Class
Wonka Bar - Fudge Mallows,115238,3.6,1,2.4,1.2,2022-01-21,2027-07-17,Standard Class
Wonka Bar - Milk Chocolate,115238,32.5,10,21.1,11.4,2022-01-21,2027-07-17,Standard Class
Wonka Bar - Fudge Mallows,115238,18.0,5,12.0,6.0,2022-04-30,2027-10-25,Standard Class
Wonka Bar - Milk Chocolate,115238,3.25,1,2.11,1.14,2022-04-30,2027-10-25,Standard Class
Wonka Bar - Triple Dazzle Caramel,115238,18.75,5,12.25,6.5,2022-04-30,2027-10-25,Standard Class
Wonka Bar - Fudge Mallows,115238,3.6,1,2.4,1.2,2022-04-30,2027-10-25,Standard Class
Wonka Bar - Milk Chocolate,115238,32.5,10,21.1,11.4,2022-04-30,2027-10-25,Standard Class
Wonka Bar - Fudge Mallows,115238,18.0,5,12.0,6.0,2023-01-21,2028-07-16,Standard Class
Wonka Bar - Milk Chocolate,115238,3.25,1,2.11,1.14,2023-01-21,2028-07-16,Standard Class
Wonka Bar - Triple Dazzle Caramel,115238,18.75,5,12.25,6.5,2023-01-21,2028-07-16,Standard Class
Wonka Bar - Fudge Mallows,115238,3.6,1,2.4,1.2,2023-01-21,2028-07-16,Standard Class
Wonka Bar - Milk Chocolate,115238,32.5,10,21.1,11.4,2023-01-21,2028-07-16,Standard Class
Wonka Bar - Nutty Crunch Surprise,133935,6.98,2,4.98,2.0,2023-09-18,2029-03-14,Standard Class
Wonka Bar - Nutty Crunch Surprise,133935,31.41,9,22.41,9.0,2023-09-18,2029-03-14,Standard Class
Wonka Bar - Triple Dazzle Caramel,133935,33.75,9,22.05,11.7,2023-09-18,2029-03-14,Standard Class
Wonka Bar - Fudge Mallows,115238,18.0,5,12.0,6.0,2024-01-21,2029-07-16,Standard Class
Wonka Bar - Milk Chocolate,115238,3.25,1,2.11,1.14,2024-01-21,2029-07-16,Standard Class
Wonka Bar - Triple Dazzle Caramel,115238,18.75,5,12.25,6.5,2024-01-21,2029-07-16,Standard Class
Wonka Bar - Fudge Mallows,115238,3.6,1,2.4,1.2,2024-01-21,2029-07-16,Standard Class
Wonka Bar - Milk Chocolate,115238,32.5,10,21.1,11.4,2024-01-21,2029-07-16,Standard Class
Lickable Wallpaper,116113,40.0,2,20.0,20.0,2024-10-02,2030-03-29,Second Class
Wonka Bar - Nutty Crunch Surprise,135909,17.45,5,12.45,5.0,2024-10-13,2030-04-12,Standard Class
Wonka Bar -Scrumdiddlyumptious,135909,21.6,6,15.0,6.6,2024-10-13,2030-04-12,Standard Class
Wonka Bar - Nutty Crunch Surprise,135909,6.98,2,4.98,2.0,2024-10-13,2030-04-12,Standard Class
Wonka Bar - Milk Chocolate,139661,6.5,2,4.22,2.28,2024-10-30,2030-04-26,Standard Class
Wonka Bar - Fudge Mallows,158946,25.2,7,16.8,8.4,2024-11-18,2030-05-16,Standard Class
Wonka Bar - Triple Dazzle Caramel,164238,11.25,3,7.35,3.9,2022-08-16,2028-02-10,Standard Class
Wonka Bar - Triple Dazzle Caramel,164238,26.25,7,17.15,9.1,2022-08-16,2028-02-10,Standard Class
Wonka Bar - Triple Dazzle Caramel,111605,3.75,1,2.45,1.3,2023-12-27,2029-06-24,Standard Class
Wonka Bar - Fudge Mallows,166198,10.8,3,7.2,3.6,2024-04-21,2029-10-15,First Class
Wonka Bar - Triple Dazzle Caramel,166198,3.75,1,2.45,1.3,2024-04-21,2029-10-15,First Class
Wonka Bar - Triple Dazzle Caramel,107209,15.0,4,9.8,5.2,2024-07-27,2030-01-22,Second Class
Wonka Bar - Nutty Crunch Surprise,117023,6.98,2,4.98,2.0,2024-08-07,2030-02-02,Standard Class
Wonka Bar -Scrumdiddlyumptious,117023,36.0,10,25.0,11.0,2024-08-07,2030-02-02,Standard Class
Wonka Bar - Milk Chocolate,168837,6.5,2,4.22,2.28,2024-10-14,2030-04-09,First Class
Wonka Bar - Triple Dazzle Caramel,163510,18.75,5,12.25,6.5,2024-12-25,2030-06-20,Second Class
Wonka Bar - Fudge Mallows,163510,10.8,3,7.2,3.6,2024-12-25,2030-06-20,Second Class
Wonka Bar - Milk Chocolate,120621,13.0,4,8.44,4.56,2022-03-21,2027-09-16,Standard Class
Wonka Bar - Nutty Crunch Surprise,120621,10.47,3,7.47,3.0,2022-03-21,2027-09-16,Standard Class
Wonka Bar - Triple Dazzle Caramel,120621,52.5,14,34.3,18.2,2022-03-21,2027-09-16,Standard Class
Wonka Bar - Triple Dazzle Caramel,106208,26.25,7,17.15,9.1,2022-12-10,2028-06-06,Standard Class
Wonka Bar -Scrumdiddlyumptious,109176,18.0,5,12.5,5.5,2023-05-09,2028-11-04,Standard Class
Wonka Bar -Scrumdiddlyumptious,109176,3.6,1,2.5,1.1,2023-05-09,2028-11-04,Standard Class
Wonka Bar - Nutty Crunch Surprise,101385,13.96,4,9.96,4.0,2023-09-25,2029-03-23,Standard Class
Wonka Bar - Nutty Crunch Surprise,158337,48.86,14,34.86,14.0,2021-03-11,2026-09-04,Second Class
Wonka Bar - Triple Dazzle Caramel,152611,26.25,7,17.15,9.1,2022-02-20,2027-08-16,Second Class
Wonka Bar - Fudge Mallows,142993,7.2,2,4.8,2.4,2022-10-12,2028-04-08,Standard Class
Wonka Bar - Nutty Crunch Surprise,142993,6.98,2,4.98,2.0,2022-10-12,2028-04-08,Standard Class
Wonka Bar - Nutty Crunch Surprise,124051,20.94,6,14.94,6.0,2023-12-29,2029-06-21,First Class
Wonka Bar - Milk Chocolate,116498,19.5,6,12.66,6.84,2024-05-30,2029-11-24,Standard Class
Wonka Bar - Triple Dazzle Caramel,110996,18.75,5,12.25,6.5,2024-11-20,2030-05-18,Standard Class
Wonka Bar - Triple Dazzle Caramel,168641,7.5,2,4.9,2.6,2024-11-24,2030-05-24,Standard Class
Wonka Bar -Scrumdiddlyumptious,168641,32.4,9,22.5,9.9,2024-11-24,2030-05-24,Standard Class
Wonka Bar - Triple Dazzle Caramel,168641,7.5,2,4.9,2.6,2024-11-24,2030-05-24,Standard Class
Wonka Bar - Fudge Mallows,168641,7.2,2,4.8,2.4,2024-11-24,2030-05-24,Standard Class
Wonka Bar - Triple Dazzle Caramel,101770,3.75,1,2.45,1.3,2021-03-31,2026-09-25,Standard Class
Wonka Bar - Triple Dazzle Caramel,102848,3.75,1,2.45,1.3,2022-11-07,2028-05-01,Second Class
Wonka Bar - Fudge Mallows,134922,7.2,2,4.8,2.4,2022-11-07,2028-05-03,Standard Class
Wonka Bar - Fudge Mallows,125017,14.4,4,9.6,4.8,2023-02-06,2028-08-03,Standard Class
Wonka Bar - Fudge Mallows,162015,18.0,5,12.0,6.0,2024-07-11,2030-01-08,Standard Class
Wonka Bar - Fudge Mallows,162015,18.0,5,12.0,6.0,2024-07-11,2030-01-08,Standard Class
Wonka Bar - Nutty Crunch Surprise,142034,13.96,4,9.96,4.0,2024-09-24,2030-03-21,Standard Class
Wonka Bar - Nutty Crunch Surprise,142034,17.45,5,12.45,5.0,2024-09-24,2030-03-21,Standard Class
Wonka Bar -Scrumdiddlyumptious,142034,14.4,4,10.0,4.4,2024-09-24,2030-03-21,Standard Class
Wonka Bar -Scrumdiddlyumptious,136238,10.8,3,7.5,3.3,2024-12-26,2030-06-24,Standard Class
Wonka Bar - Milk Chocolate,103331,13.0,4,8.44,4.56,2021-08-26,2027-02-22,Standard Class
Wonka Bar -Scrumdiddlyumptious,103331,10.8,3,7.5,3.3,2021-08-26,2027-02-22,Standard Class
